coverage,n,accuracy
0.05,42188,0.550440883663601
0.1,84376,0.5331610884611738
0.15,126564,0.5260816661925982
0.2,168753,0.520962590294691
0.3,253129,0.5146190282425167
0.5,421882,0.506518410361191
0.75,632823,0.502876791772739
1.0,843765,0.5015922679893098
