coverage,n,accuracy
0.05,42188,0.5319285104769129
0.1,84376,0.522696027306343
0.15,126564,0.5172086849341044
0.2,168753,0.5126131091002827
0.3,253129,0.5070102595909596
0.5,421882,0.5028704708899645
0.75,632823,0.5007134696431703
1.0,843765,0.5004711027359514
