coverage,n,accuracy
0.05,42188,0.530411491419361
0.1,84376,0.5226249170380203
0.15,126564,0.5189785405012484
0.2,168753,0.5172885815363283
0.3,253129,0.513730153400045
0.5,421882,0.5101876828117815
0.75,632823,0.5071244249971951
1.0,843765,0.5054321997238568
