coverage,n,accuracy
0.05,11425,0.4825382932166302
0.1,22851,0.4832173646667542
0.15,34276,0.4911308203991131
0.2,45702,0.49708984289527813
0.3,68553,0.5010429886365294
0.5,114255,0.5074438755415518
0.75,171382,0.5068793688952166
1.0,228510,0.5055752483479935
