coverage,n,accuracy
0.05,42188,0.5192234758699156
0.1,84376,0.5133331753105148
0.15,126564,0.5109667836035523
0.2,168753,0.5080146723317511
0.3,253129,0.5048335038656179
0.5,421882,0.5024201079922822
0.75,632823,0.502023472598183
1.0,843765,0.5013101989297968
