coverage,n,accuracy
0.05,42188,0.5289181757845833
0.1,84376,0.5221982554280838
0.15,126564,0.517382510034449
0.2,168753,0.5162160080117094
0.3,253129,0.5138565711554188
0.5,421882,0.5112567021110168
0.75,632823,0.5090744173331248
1.0,843765,0.5071838722867149
