coverage,n,accuracy
0.05,42188,0.524319711766379
0.1,84376,0.5171731297999431
0.15,126564,0.5129499699756644
0.2,168753,0.5103316681777509
0.3,253129,0.5065835996665732
0.5,421882,0.5031288369733717
0.75,632823,0.5007308520708003
1.0,843765,0.5000788134136874
