coverage,n,accuracy
0.05,42188,0.5086043424670522
0.1,84376,0.5013155399639708
0.15,126564,0.49721089725356343
0.2,168753,0.4959141467114659
0.3,253129,0.49713782300724135
0.5,421882,0.4992651973774657
0.75,632823,0.5005191024978548
1.0,843765,0.5002636990157212
